Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income
AG-675,Anna Gayman,30/4/1974,S,1537660800,M,90000
SW-20755,Steven Ward,29/12/2004,M,1563667200,F,60000
SK-19990,Sally Knutson,25/6/1999,M,1524182400,F,70000
AG-10900,Arthur Gainer,3/12/1989,S,1424217600,M,90000
AJ-960,Astrea Jones,30/7/1970,M,1468281600,M,150000
MC-7275,Marc Crier,24/4/1969,M,1563321600,M,100000
ER-13855,Elpida Rittenbach,6/7/1981,M,1468368000,F,110000
EJ-13720,Ed Jacobs,20/5/1982,M,1482019200,M,170000
DH-13675,Duane Huffman,24/7/1977,M,1554076800,F,80000
HE-14800,Harold Engle,16/9/1964,M,1546905600,F,80000
KT-16480,Kean Thornton,16/9/1992,M,1519603200,F,90000
SB-20170,Sarah Bern,12/9/1983,M,1510531200,M,110000
EM-14140,Eugene Moren,7/12/2000,M,1465171200,F,110000
VT-21700,Valerie Takahito,12/3/1984,S,1457136000,F,120000
JS-15880,John Stevenson,25/1/1986,M,1504828800,M,80000
BC-11125,Becky Castell,6/4/1970,M,1494115200,F,90000
NF-18595,Nicole Fjeld,19/11/1989,M,1544486400,M,110000
RH-9600,Rob Haberlin,12/10/1970,M,1451433600,F,80000
CS-11950,Carlos Soltero,21/2/1995,M,1496448000,M,80000
CM-12235,Chris McAfee,19/11/1959,M,1504224000,M,170000
LW-16825,Laurel Workman,14/7/1963,S,1556841600,F,100000
RD-19585,Rob Dowd,22/12/1962,M,1503792000,F,160000
BT-11680,Brian Thompson,20/1/2004,M,1542931200,M,90000
MD-7860,Michael Dominguez,19/4/1964,M,1502582400,F,130000
CC-12145,Charles Crestani,29/11/1979,M,1494460800,F,90000
XP-21865,Xylona Preis,29/6/1980,M,1522281600,M,80000
ML-17410,Maris LaWare,7/4/2000,M,1538611200,F,90000
BS-11665,Brian Stugart,31/5/1962,M,1478304000,M,90000
SC-20230,Scot Coram,17/5/1951,S,1454112000,F,60000
QJ-19255,Quincy Jones,12/7/1950,M,1442620800,F,70000
RE-19450,Richard Eichhorn,2/1/1977,S,1429401600,F,70000
CP-2085,Cathy Prescott,14/1/1961,S,1479254400,F,70000
JK-5730,Joe Kamberova,22/6/1965,M,1455494400,F,70000
HZ-14950,Henia Zydlo,20/6/1968,S,1535155200,M,80000
AR-10570,Anemone Ratner,29/6/1981,M,1497398400,M,80000
EH-14005,Erica Hernandez,2/3/1976,S,1513123200,M,130000
JR-15700,Jocasta Rupert,16/1/1965,S,1422230400,M,70000
PL-18925,Paul Lucas,3/12/1957,S,1481328000,F,80000
TC-21145,Theresa Coyne,18/6/1968,S,1542758400,M,80000
DG-13300,Deirdre Greer,18/6/1963,S,1547596800,F,80000
Dl-13600,Dorris liebe,13/12/2001,M,1564531200,M,100000
NC-18415,Nathan Cano,11/5/1971,M,1433894400,M,120000
EB-13930,Eric Barreto,6/2/1997,M,1548892800,F,90000
CP-12085,Cathy Prescott,17/1/1978,M,1466899200,F,100000
SM-20005,Sally Matthias,22/10/1951,S,1451260800,F,80000
JR-15670,Jim Radford,11/4/1968,S,1444780800,M,90000
DL-12925,Daniel Lacy,28/1/1955,S,1481673600,M,90000
FM-14290,Frank Merwin,2/6/2000,M,1461110400,F,110000
DP-13165,David Philippe,27/6/1971,M,1515024000,F,110000
CK-12595,Clytie Kelty,18/1/1987,M,1558915200,M,90000
CM-11830,Cari MacIntyre,6/5/1980,M,1480723200,M,90000
PP-18955,Paul Prost,20/5/2002,M,1440720000,M,150000
MM-17260,Magdelene Morse,20/4/1995,M,1448064000,M,170000
ME-17320,Maria Etezadi,27/2/1961,M,1454371200,F,40000
CS-12490,Cindy Schnelling,26/9/1989,S,1540252800,M,10000
GH-14410,Gary Hansen,26/6/1965,S,1482451200,M,20000
MC-17635,Matthew Clasen,21/5/1965,S,1468281600,F,30000
LM-7065,Liz MacKendrick,29/6/1962,S,1491955200,M,60000
AR-10510,Andrew Roberts,23/4/1962,S,1483660800,F,20000
JH-15910,Jonathan Howell,4/11/2001,S,1552867200,M,20000
DK-3375,Dennis Kane,9/9/1999,S,1546300800,M,30000
EG-13900,Emily Grady,10/1/1987,M,1560297600,F,40000
AS-10630,Ann Steele,28/8/1965,S,1541980800,M,30000
CL-11890,Carl Ludwig,18/8/1953,S,1425600000,M,30000
CA-12265,Christina Anderson,13/7/1952,M,1483056000,M,40000
PF-19165,Philip Fox,11/4/1954,M,1565395200,F,40000
DB-12970,Darren Budd,25/7/1951,M,1553558400,F,40000
CL-12565,Clay Ludtke,25/7/1989,S,1541980800,F,30000
MF-17665,Maureen Fritzler,18/10/1951,M,1434326400,M,40000
IM-15055,Ionia McGrath,22/8/2005,S,1516665600,M,40000
EB-13975,Erica Bern,25/12/1957,M,1493164800,M,40000
AA-10315,Alex Avila,11/4/1981,S,1470873600,F,10000
MV-17485,Mark Van Huff,22/3/1989,S,1472688000,F,10000
JW-15955,Joni Wasserman,18/9/1953,S,1473811200,M,20000
TS-21610,Troy Staebel,6/12/1976,S,1482969600,F,20000
MC-17575,Matt Collins,3/12/1993,S,1476230400,M,20000
JF-5415,Jennifer Ferguson,5/1/1956,M,1493078400,M,20000
AH-10210,Alan Hwang,16/6/1985,S,1497398400,M,30000
KD-16345,Katherine Ducich,18/6/2005,S,1518393600,F,40000
PG-18895,Paul Gonzalez,13/11/1996,S,1465776000,M,40000
HK-14890,Heather Kirkland,4/1/1980,S,1427328000,M,40000
RR-19315,Ralph Ritter,6/7/1996,S,1484956800,M,40000
HH-5010,Hilary Holden,10/10/1955,S,1553212800,F,40000
SH-20635,Stefanie Holloman,3/8/1961,S,1543708800,M,40000
AR-10825,Anthony Rawles,23/5/1954,S,1496620800,M,40000
RP-9855,Roy Phan,25/8/1956,S,1509667200,F,40000
LR-17035,Lisa Ryan,8/6/1965,S,1486080000,F,40000
IM-5055,Ionia McGrath,9/9/1976,S,1542931200,M,40000
CK-12325,Christine Kargatis,30/4/1992,M,1547337600,M,50000
AS-285,Alejandro Savely,23/6/1994,M,1560988800,F,40000
DK-12985,Darren Koutras,4/1/1955,S,1527897600,F,60000
EH-4185,Evan Henry,14/11/1979,S,1528416000,M,60000
ML-17395,Marina Lichtenstein,1/3/1957,S,1496102400,F,60000
BF-11215,Benjamin Farhat,13/10/1987,S,1443657600,F,60000
MB-7305,Maria Bertelson,30/7/1985,M,1517961600,F,30000
CR-12580,Clay Rozendal,26/9/1968,M,1429574400,M,30000
TB-21520,Tracy Blumstein,9/3/1997,M,1516492800,M,30000
KN-16450,Kean Nguyen,23/6/1972,S,1523145600,F,20000
HR-14770,Hallie Redmond,16/2/1976,S,1527897600,F,20000
CK-12760,Cyma Kinney,31/12/1997,M,1547856000,M,30000
RO-9780,Rose O'Brian,6/12/1990,M,1507334400,F,30000
EN-13780,Edward Nazzal,10/11/1966,M,1534118400,F,30000
AH-10465,Amy Hunt,17/8/1985,M,1532217600,F,40000
AH-10585,Angele Hood,29/1/2004,M,1436659200,M,40000
RB-9435,Richard Bierner,13/2/1977,M,1565308800,M,40000
AG-525,Andy Gerbode,24/1/1963,M,1484092800,F,40000
AR-10345,Alex Russell,31/1/1953,M,1451433600,F,40000
MW-8220,Mitch Webber,7/7/1998,M,1554854400,M,80000
AH-210,Alan Hwang,8/3/1997,M,1563494400,M,40000
TH-21235,Tiffany House,10/9/1983,M,1511222400,F,40000
LT-7110,Liz Thompson,3/6/2002,M,1562457600,F,40000
HD-14785,Harold Dahlen,26/9/1968,M,1564185600,F,40000
MC-7575,Matt Collins,15/2/1975,M,1440892800,F,40000
MH-18025,Michelle Huthwaite,30/5/1964,M,1560211200,F,40000
CC-2475,Cindy Chapman,29/2/1992,M,1473984000,M,40000
CM-12190,Charlotte Melton,8/5/1988,M,1542326400,M,40000
RA-19915,Russell Applegate,15/9/2002,M,1547942400,F,40000
MT-18070,Michelle Tran,11/11/1983,M,1438560000,F,40000
JF-15415,Jennifer Ferguson,22/7/1992,M,1468108800,F,40000
ES-14020,Erica Smith,3/6/1980,S,1556409600,M,60000
CC-12685,Craig Carroll,18/11/1965,M,1509580800,M,60000
IM-15070,Irene Maddox,8/11/1981,M,1547164800,M,60000
DA-13450,Dianna Arnett,24/11/1977,M,1520294400,M,60000
SS-10410,Shahid Shariari,27/4/1959,S,1555718400,F,60000
BM-11650,Brian Moss,5/12/1975,M,1505779200,M,60000
SW-20350,Sean Wendt,22/11/1976,S,1430870400,M,60000
CM-1830,Cari MacIntyre,16/3/1958,S,1465084800,M,60000
MY-17380,Maribeth Yedwab,6/9/1992,S,1559779200,M,20000
MS-7830,Melanie Seite,23/6/1996,M,1543449600,F,20000
HG-14965,Henry Goldwyn,20/2/1953,M,1504396800,M,30000
DC-13285,Debra Catini,23/10/1995,M,1530576000,M,30000
DL-13315,Delfina Latchford,9/8/1967,M,1470960000,F,30000
JK-15370,Jay Kimmel,15/6/1967,M,1555718400,F,40000
CH-2070,Cathy Hwang,15/12/1989,S,1479081600,M,40000
MH-7440,Mark Haberlin,9/7/1950,M,1534636800,F,40000
MC-17845,Michael Chen,4/10/1976,S,1451606400,F,40000
PW-19030,Pauline Webber,23/2/1995,S,1478476800,M,10000
BS-11590,Brendan Sweed,20/9/1953,S,1454716800,M,20000
DO-13435,Denny Ordway,16/2/2003,M,1475280000,F,20000
SG-20890,Susan Gilcrest,23/12/1969,S,1518998400,F,10000
SU-20665,Stephanie Ulpright,19/7/1976,M,1478390400,F,40000
JC-16105,Julie Creighton,21/3/1957,M,1558828800,M,20000
TB-21190,Thomas Brumley,6/11/1983,S,1525478400,F,30000
SV-10785,Stewart Visinsky,19/3/1986,S,1461369600,M,30000
VP-21760,Victoria Pisteka,9/4/1967,S,1427500800,M,30000
LR-16915,Lena Radford,10/1/1992,S,1490486400,F,30000
TH-21550,Tracy Hopkins,13/6/1978,S,1485216000,F,10000
TC-11145,Theresa Coyne,23/11/1989,M,1468195200,M,20000
JL-15235,Janet Lee,9/12/2000,S,1478736000,M,20000
RK-19300,Ralph Kennedy,17/1/1952,S,1548115200,M,20000
CC-12670,Craig Carreira,24/4/1969,S,1459641600,M,20000
DB-13555,Dorothy Badders,11/1/1976,M,1508198400,F,40000
SG-20605,Speros Goranitis,6/6/1965,M,1521504000,F,40000
MG-17890,Michael Granlund,1/2/2003,S,1564099200,F,20000
MA-17560,Matt Abelman,21/1/1995,M,1492387200,M,30000
CB-12025,Cassandra Brandow,13/6/1962,M,1453680000,F,30000
DH-13075,Dave Hallsten,4/8/1957,M,1421452800,M,30000
BT-11395,Bill Tyler,27/7/1956,M,1498262400,M,30000
TT-11265,Tim Taslimi,28/8/1971,S,1530576000,F,20000
TH-11235,Tiffany House,15/12/1988,S,1560902400,F,20000
VG-21790,Vivek Gonzalez,1/8/1954,S,1559779200,M,20000
NW-18400,Natalie Webber,1/7/1962,M,1553644800,M,30000
VP-21730,Victor Preis,12/5/1961,M,1502841600,F,30000
SS-20410,Shahid Shariari,12/4/1971,S,1505692800,F,10000
JE-15715,Joe Elijah,19/9/1980,S,1537056000,M,20000
AG-270,Alejandro Grove,10/1/1966,M,1480550400,M,30000
BW-11200,Ben Wallace,28/2/1966,M,1558051200,F,40000
EK-13795,Eileen Kiefer,26/8/1951,S,1508976000,F,30000
SG-20080,Sandra Glassco,8/12/1957,S,1439596800,F,30000
SC-10725,Steven Cartwright,26/11/1959,M,1498780800,M,40000
AG-10525,Andy Gerbode,12/12/1987,M,1436832000,F,40000
MG-18145,Mike Gockenbach,23/12/1975,M,1521849600,M,40000
BD-11605,Brian Dahlen,11/5/1982,S,1465171200,M,30000
PB-19105,Peter Bühler,11/5/1950,M,1449446400,F,30000
SC-20575,Sonia Cooley,26/11/1979,M,1565568000,F,40000
DO-3435,Denny Ordway,11/7/1999,S,1441152000,F,30000
CC-12220,Chris Cortes,8/7/1996,S,1555545600,F,30000
TS-21430,Tom Stivers,30/8/1955,S,1491091200,M,20000
AZ-10750,Annie Zypern,10/8/1954,S,1523059200,M,20000
IG-15085,Ivan Gibson,28/5/1983,S,1525737600,M,20000
SP-20860,Sung Pak,3/7/1987,S,1540684800,M,20000
KM-16225,Kalyca Meade,17/1/1980,M,1521763200,M,40000
KM-6720,Kunst Miller,19/6/1956,S,1442361600,F,30000
MM-18055,Michelle Moray,18/7/1976,S,1539561600,F,30000
RB-19360,Raymond Buch,28/8/1982,S,1480204800,F,20000
NC-8415,Nathan Cano,29/7/1984,S,1564012800,F,30000
SN-20710,Steve Nguyen,30/11/1983,S,1482364800,M,30000
DL-3330,Denise Leinenbach,21/2/1981,S,1529193600,M,30000
JG-15115,Jack Garza,24/10/2003,S,1520726400,M,30000
CJ-11875,Carl Jackson,10/6/1981,S,1539561600,M,30000
AY-10555,Andy Yotov,14/9/2004,S,1509840000,F,20000
BV-11245,Benjamin Venier,2/12/1982,S,1552953600,F,10000
PO-9195,Phillina Ober,4/11/1955,S,1452038400,M,20000
GZ-4545,George Zrebassa,5/12/1974,S,1436227200,M,20000
PN-18775,Parhena Norris,28/11/1969,S,1556150400,M,30000
SC-20800,Stuart Calhoun,5/12/1990,S,1491350400,M,30000
AC-10615,Ann Chong,7/1/1998,M,1434499200,M,20000
VB-21745,Victoria Brennan,30/9/1956,S,1492214400,M,20000
TT-11460,Tonja Turnell,26/5/2000,S,1433635200,F,30000
AC-10420,Alyssa Crouse,18/5/1955,S,1447891200,F,30000
CG-12040,Catherine Glotzbach,22/4/1978,M,1430265600,M,40000
TR-11325,Toby Ritter,3/10/1977,M,1525046400,F,40000
SC-20440,Shaun Chance,29/12/1986,S,1431993600,M,60000
BT-11305,Beth Thompson,21/8/1981,M,1446940800,M,60000
JB-15925,Joni Blumstein,5/9/1978,S,1554163200,F,50000
GW-14605,Giulietta Weimer,21/12/1955,S,1535241600,F,50000
SC-20725,Steven Cartwright,8/1/1951,S,1440115200,F,50000
EH-13765,Edward Hooks,21/7/1993,M,1423785600,M,50000
YS-21880,Yana Sorensen,20/3/1951,S,1470700800,F,50000
FO-14305,Frank Olsen,25/9/1977,S,1452384000,M,50000
RP-19855,Roy Phan,27/9/1969,M,1559692800,M,50000
AB-10600,Ann Blume,17/4/1996,M,1515283200,F,50000
KB-16240,Karen Bern,1/7/2005,M,1523145600,M,60000
KA-16525,Kelly Andreada,12/3/1973,S,1508630400,F,40000
EM-3960,Eric Murdock,13/7/1980,S,1535155200,M,40000
JD-15790,John Dryer,16/1/1995,M,1434758400,F,60000
JL-15850,John Lucas,9/4/1988,M,1537056000,M,60000
JW-16075,Julia West,22/6/1991,M,1472860800,F,60000
LL-6840,Lauren Leatherbury,20/1/1974,M,1463961600,M,40000
TH-21100,Thea Hendricks,9/2/1994,M,1501372800,M,60000
MC-17275,Marc Crier,28/3/1987,M,1484265600,M,60000
NG-8430,Nathan Gelder,12/1/1977,S,1444089600,F,60000
KD-16615,Ken Dana,18/10/1972,M,1482019200,F,70000
MC-17605,Matt Connell,16/11/1984,M,1564790400,M,70000
JK-15625,Jim Karlsson,26/9/1973,M,1543017600,F,70000
TS-11505,Tony Sayre,24/12/1992,M,1549152000,F,50000
LD-6855,Lela Donovan,8/9/1979,M,1518307200,M,50000
LP-17080,Liz Pelletier,31/7/1967,M,1533513600,F,50000
CV-12805,Cynthia Voltz,6/7/1978,M,1427241600,F,50000
MO-17500,Mary O'Rourke,8/5/1992,S,1499817600,M,40000
MS-17530,MaryBeth Skach,13/12/1996,S,1460592000,F,40000
GA-14515,George Ashbrook,19/10/2002,S,1527552000,F,40000
CS-12355,Christine Sundaresam,14/12/1988,S,1480464000,M,40000
GM-14500,Gene McClure,7/3/1958,S,1495756800,M,60000
CC-2670,Craig Carreira,19/11/1996,M,1564272000,M,60000
MN-17935,Michael Nguyen,16/9/1993,M,1448582400,M,60000
JM-16195,Justin MacKendrick,29/7/1995,M,1425600000,F,60000
DB-13615,Doug Bickford,22/8/1958,M,1558569600,M,60000
PK-18910,Paul Knutson,30/12/1990,S,1434326400,F,60000
LS-16945,Linda Southworth,3/12/1997,M,1428278400,F,60000
JK-15730,Joe Kamberova,21/9/1966,S,1489449600,F,70000
SW-10275,Scott Williamson,25/11/1972,M,1511481600,F,70000
MC-18100,Mick Crebagga,27/11/1989,M,1550448000,F,70000
EH-13945,Eric Hoffmann,8/5/1997,M,1553644800,M,60000
LC-16930,Linda Cazamias,25/12/1952,S,1562716800,M,60000
MA-17995,Michelle Arnett,4/7/1954,M,1527292800,F,60000
SP-20650,Stephanie Phelps,3/12/1959,S,1485993600,M,60000
JH-15430,Jennifer Halladay,15/12/2005,S,1467158400,M,60000
ML-17755,Max Ludwig,11/12/1961,M,1478563200,M,70000
PC-18745,Pamela Coakley,14/4/1952,S,1503187200,F,70000
KE-16420,Katrina Edelman,30/3/1957,M,1488844800,F,70000
EM-4200,Evan Minnotte,4/12/1988,M,1536796800,M,80000
DW-13480,Dianna Wilson,3/5/1985,M,1444953600,M,70000
SC-10680,Steve Carroll,18/3/1987,S,1557446400,F,70000
JG-15805,John Grady,2/8/1988,S,1479254400,F,70000
LL-16840,Lauren Leatherbury,29/11/1953,S,1478390400,F,70000
PV-8985,Paul Van Hugh,8/5/1972,S,1462579200,F,60000
PO-19180,Philisse Overcash,23/9/1979,M,1501027200,M,60000
SH-19975,Sally Hughsby,18/3/1956,S,1426032000,F,60000
GA-14725,Guy Armstrong,25/8/1959,M,1561593600,F,60000
GT-4755,Guy Thornton,2/9/1958,S,1422403200,M,70000
PR-18880,Patrick Ryan,9/9/1984,M,1465603200,M,80000
AG-10765,Anthony Garverick,17/8/1958,S,1423872000,M,60000
SE-20110,Sanjit Engle,26/7/1989,M,1506902400,M,70000
JB-16045,Julia Barnett,3/10/1979,M,1516752000,M,70000
JM-5580,Jill Matthias,14/10/1980,M,1548288000,F,70000
JO-15280,Jas O'Carroll,3/3/1956,M,1477094400,F,70000
LP-17095,Liz Preis,4/11/1959,M,1522281600,F,70000
EJ-14155,Eva Jacobs,24/9/1968,M,1456444800,M,80000
VW-21775,Victoria Wilson,18/12/1998,S,1432598400,M,40000
GM-14455,Gary Mitchum,3/4/1952,M,1542585600,M,40000
BF-1080,Bart Folk,8/9/1961,S,1507075200,M,40000
SM-20905,Susan MacKendrick,13/7/1993,S,1447027200,M,40000
BO-1425,Bobby Odegard,21/9/1951,S,1454544000,F,80000
AW-10930,Arthur Wiediger,25/2/1970,M,1467504000,M,80000
JP-15460,Jennifer Patt,27/10/1966,M,1560384000,F,60000
AS-10240,Alan Shonely,29/5/2002,S,1482105600,F,40000
TB-11625,Trudy Brown,21/2/1982,M,1453766400,M,40000
JP-5520,Jeremy Pistek,25/1/1955,S,1560211200,F,50000
BD-11770,Bryan Davis,19/11/1998,M,1492214400,M,50000
BD-11635,Brian Derr,13/4/1990,M,1448150400,M,50000
CC-2370,Christopher Conant,7/2/1980,S,1499904000,F,50000
PO-8850,Patrick O'Brill,11/8/1981,M,1454371200,M,50000
TZ-21445,Tom Zandusky,5/1/1954,M,1536364800,M,50000
RB-19435,Richard Bierner,26/5/2005,S,1500681600,M,60000
JE-15475,Jeremy Ellison,14/1/1980,S,1532390400,M,60000
AI-10855,Arianne Irving,11/2/1984,M,1524441600,M,60000
MH-17440,Mark Haberlin,7/9/1995,S,1478563200,F,60000
JE-6165,Justin Ellison,11/9/2002,S,1547683200,F,60000
DS-13180,David Smith,6/2/1991,S,1437609600,M,60000
AC-10660,Anna Chung,16/8/1967,S,1485043200,F,60000
MH-17455,Mark Hamilton,27/10/1953,M,1428624000,M,60000
CC-12430,Chuck Clark,22/11/1950,S,1541548800,F,60000
NG-18355,Nat Gilpin,25/7/1983,S,1507248000,F,60000
RC-19825,Roy Collins,27/7/1971,S,1520640000,F,60000
JD-16015,Joy Daniels,16/3/1988,M,1534636800,F,40000
JH-5910,Jonathan Howell,2/2/1959,S,1450656000,M,70000
SC-10695,Steve Chapman,31/7/1985,M,1443139200,F,70000
RD-9930,Russell D'Ascenzo,3/6/1963,M,1555632000,M,70000
LC-6930,Linda Cazamias,22/7/1972,M,1478822400,F,70000
DW-13195,David Wiener,12/3/1986,M,1497225600,F,70000
RD-19900,Ruben Dartt,20/5/1984,S,1447027200,M,40000
MV-18190,Mike Vittorini,30/1/1987,M,1434758400,M,60000
RD-19480,Rick Duston,28/8/1979,M,1466553600,F,60000
SV-20365,Seth Vernon,17/10/1952,M,1529280000,M,40000
LS-17230,Lycoris Saunders,24/8/1999,M,1492041600,F,40000
GD-14590,Giulietta Dortch,3/1/1973,M,1516406400,F,40000
EB-13750,Edward Becker,6/1/1972,M,1553040000,M,60000
KH-6360,Katherine Hughes,12/2/1968,S,1529539200,M,70000
BF-11275,Beth Fritzler,12/5/1993,S,1516752000,M,70000
NG-18430,Nathan Gelder,24/10/1990,S,1443052800,M,70000
Co-12640,Corey-Lock,7/8/1970,S,1435363200,M,70000
SF-20965,Sylvia Foulston,12/2/1972,S,1484611200,M,60000
KB-16405,Katrina Bavinger,9/4/1985,M,1529625600,M,60000
LC-16870,Lena Cacioppo,14/11/1969,M,1559001600,M,60000
JL-15505,Jeremy Lonsdale,17/4/1983,M,1462924800,F,60000
BD-11725,Bruce Degenhardt,4/7/1974,M,1551916800,F,60000
TM-21010,Tamara Manning,13/5/1994,M,1454630400,M,60000
AB-150,Aimee Bixby,24/5/1981,M,1442966400,F,60000
BW-11065,Barry Weirich,31/10/1991,M,1428624000,M,60000
FM-14380,Fred McMath,13/7/1958,M,1546300800,F,60000
PC-8745,Pamela Coakley,16/4/1972,M,1446768000,M,60000
BN-1470,Brad Norvell,30/9/1984,M,1526083200,F,60000
AH-10120,Adrian Hane,15/11/1973,M,1444867200,M,60000
LF-17185,Luke Foster,9/5/1956,M,1444867200,M,70000
DJ-13630,Doug Jacobs,28/9/1990,M,1519862400,F,70000
SJ-20125,Sanjit Jacobs,9/3/1975,M,1459814400,F,80000
ML-18265,Muhammed Lee,7/10/1967,S,1560124800,M,60000
SF-10965,Sylvia Foulston,19/12/1952,M,1463961600,M,60000
PO-8865,Patrick O'Donnell,25/8/1987,M,1458691200,F,60000
MH-17290,Marc Harrigan,11/11/1970,M,1565481600,F,60000
NR-18550,Nick Radford,29/6/1975,S,1440115200,M,60000
MK-17905,Michael Kennedy,16/9/1973,M,1427155200,F,70000
DB-13660,Duane Benoit,5/8/1975,M,1469145600,M,70000
PH-18790,Patricia Hirasaki,19/2/1968,M,1423612800,M,80000
AB-10165,Alan Barnes,2/6/2003,M,1429833600,F,60000
CA-12055,Cathy Armstrong,9/3/1968,M,1502841600,F,80000
JF-5295,Jason Fortune-,18/12/1960,M,1447545600,F,80000
KT-16465,Kean Takahito,25/9/1967,M,1479772800,F,80000
RB-9705,Roger Barcio,17/8/1964,M,1534896000,F,90000
BD-1725,Bruce Degenhardt,27/3/1984,M,1458086400,M,60000
EB-13705,Ed Braxton,14/1/1965,S,1527724800,F,60000
MG-17875,Michael Grace,11/7/1960,M,1511222400,M,70000
MG-17650,Matthew Grinstein,18/2/1951,M,1496880000,M,70000
AG-10270,Alejandro Grove,18/9/1960,M,1542067200,F,110000
NP-8685,Nora Pelletier,4/5/1998,M,1519257600,F,70000
AS-630,Ann Steele,4/11/1960,S,1556323200,M,70000
SC-20680,Steve Carroll,22/5/1998,M,1465430400,M,70000
MC-17590,Matt Collister,31/8/1960,M,1501372800,M,80000
TP-11415,Tom Prescott,4/8/1971,S,1522022400,F,80000
HH-15010,Hilary Holden,11/2/1989,M,1426291200,M,80000
BT-11485,Brad Thomas,19/9/1984,S,1519171200,F,90000
EB-13870,Emily Burns,18/10/1967,S,1496448000,F,90000
JP-15520,Jeremy Pistek,3/2/1962,M,1511568000,M,90000
CM-2115,Chad McGuire,4/3/1974,S,1533772800,F,50000
EA-14035,Erin Ashbrook,11/11/1954,S,1434672000,M,50000
FH-14350,Fred Harton,16/3/1967,S,1429660800,M,50000
BS-1800,Bryan Spruell,15/1/1955,M,1518825600,M,50000
AA-10375,Allen Armold,1/10/1962,S,1450224000,M,50000
BN-11515,Bradley Nguyen,11/11/1993,M,1460937600,F,50000
EG-3900,Emily Grady,6/5/1998,S,1497657600,F,50000
RE-19405,Ricardo Emerson,6/4/1976,M,1496016000,M,50000
ND-18460,Neil Ducich,21/4/1954,S,1517184000,F,40000
TT-21460,Tonja Turnell,9/4/1975,S,1565654400,F,60000
ML-18040,Michelle Lonsdale,27/9/1988,S,1468195200,F,60000
JL-5505,Jeremy Lonsdale,12/4/1975,S,1423958400,F,60000
SP-20545,Sibella Parks,3/2/1987,M,1461456000,M,60000
SF-10065,Sandra Flanagan,3/4/1971,M,1522108800,F,60000
AS-10045,Aaron Smayling,9/3/1961,M,1543708800,F,60000
TT-11220,Thomas Thornton,11/10/1991,M,1483574400,M,40000
AH-10195,Alan Haines,30/12/2002,M,1487462400,M,40000
KH-6630,Ken Heidel,8/5/1978,S,1526342400,M,60000
AA-10645,Anna Andreadi,5/9/1964,M,1557532800,M,60000
JL-15130,Jack Lebron,6/11/1979,S,1529020800,F,70000
KM-6375,Katherine Murray,30/1/1956,M,1430611200,F,50000
LS-16975,Lindsay Shagiari,29/6/1966,M,1470268800,M,50000
KL-16645,Ken Lonsdale,29/3/1974,M,1547164800,M,60000
EH-14185,Evan Henry,30/9/1981,M,1484956800,F,40000
KW-6570,Kelly Williams,23/5/1950,M,1421452800,M,40000
DB-3060,Dave Brooks,8/10/2005,S,1498089600,F,40000
FA-14230,Frank Atkinson,26/9/1966,S,1440115200,F,40000
JF-15565,Jill Fjeld,18/3/1968,S,1456185600,F,40000
LO-7170,Lori Olson,26/8/1983,S,1529712000,M,40000
KB-6315,Karl Braun,18/10/1997,M,1452729600,M,40000
BS-11755,Bruce Stewart,30/1/1990,M,1433376000,M,40000
RB-19465,Rick Bensley,20/11/1977,M,1546732800,F,60000
HF-14995,Herbert Flentye,21/10/1964,M,1491955200,M,60000
MP-17965,Michael Paige,17/12/1984,M,1428624000,F,60000
JJ-15445,Jennifer Jackson,27/5/1992,S,1422662400,F,60000
LC-17140,Logan Currie,11/12/1970,M,1545782400,F,60000
TT-11070,Ted Trevino,3/7/1990,M,1490140800,M,70000
BF-11020,Barry Französisch,9/11/1969,M,1499472000,F,70000
ES-14080,Erin Smith,11/11/1996,M,1490918400,M,70000
FC-14335,Fred Chung,21/9/1986,M,1501977600,M,60000
TS-21160,Theresa Swint,17/3/2000,M,1513814400,M,60000
RE-9450,Richard Eichhorn,22/12/1986,S,1557532800,M,40000
JC-15340,Jasper Cacioppo,28/2/1981,S,1446422400,F,40000
MH-17785,Maya Herman,15/8/1983,M,1548288000,M,40000
RF-19840,Roy Französisch,31/5/1962,M,1534723200,F,40000
PG-18820,Patrick Gardner,2/11/1994,M,1518998400,M,60000
DO-13645,Doug O'Connell,11/12/1980,M,1556755200,F,70000
SC-10305,Sean Christensen,21/1/1996,M,1550793600,M,70000
TN-21040,Tanja Norvell,25/3/1977,S,1427846400,F,70000
DR-12880,Dan Reichenbach,27/3/1990,M,1512000000,M,70000
EB-3975,Erica Bern,13/3/1973,M,1539129600,M,70000
NS-8505,Neola Schneider,2/8/2001,M,1446076800,F,60000
SF-20065,Sandra Flanagan,27/12/1966,M,1534809600,M,60000
RA-19285,Ralph Arnett,1/2/2000,M,1557273600,F,60000
LT-17110,Liz Thompson,7/1/1990,M,1475971200,F,70000
BF-11170,Ben Ferrer,27/11/1970,M,1539043200,F,70000
AR-825,Anthony Rawles,10/11/1991,S,1510272000,F,70000
SD-20485,Shirley Daniels,2/1/2001,M,1554163200,F,70000
GW-4605,Giulietta Weimer,11/4/1995,M,1457740800,F,60000
DB-13120,David Bremer,8/7/1969,M,1425168000,F,70000
JC-5775,John Castell,23/2/1978,M,1494374400,F,70000
